Dest,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalFlights,Year,Month,"(-inf, 0.0]","(0.0, 60.0]","(60.0, 120.0]","(120.0, 180.0]","(180.0, 240.0]","(240.0, 300.0]","(300.0, inf]"
IMT,157.0,2.0,0.0,226.0,0.0,49.0,0.0,625.0,56,2014,4,38.0,11.0,3.0,,2.0,,
INL,-8.0,0.0,0.0,221.0,0.0,14.0,0.0,337.0,52,2014,4,37.0,11.0,3.0,,1.0,,
ITO,-754.0,1.0,0.0,231.0,18.0,96.0,0.0,446.0,497,2014,4,364.0,130.0,2.0,,,,
KOA,-1230.0,0.0,1.0,1789.0,0.0,917.0,11.0,446.0,837,2014,4,608.0,218.0,4.0,2.0,3.0,,1.0
LIH,-583.0,3.0,1.0,2099.0,0.0,984.0,0.0,710.0,898,2014,4,640.0,242.0,7.0,2.0,2.0,,1.0
MHK,1268.0,0.0,2.0,584.0,201.0,448.0,0.0,581.0,140,2014,4,78.0,50.0,8.0,2.0,,,
MQT,90.0,2.0,1.0,59.0,4.0,96.0,0.0,63.0,26,2014,4,13.0,9.0,1.0,,,,
OGG,1436.0,9.0,3.0,4809.0,15.0,2093.0,0.0,2188.0,1762,2014,4,1188.0,527.0,15.0,10.0,5.0,2.0,3.0
PIH,-234.0,0.0,0.0,277.0,0.0,63.0,0.0,0.0,82,2014,4,61.0,20.0,,,1.0,,
RHI,39.0,3.0,2.0,77.0,300.0,131.0,0.0,275.0,86,2014,4,61.0,15.0,3.0,2.0,,,
SJU,4358.0,11.0,5.0,10118.0,345.0,3990.0,30.0,4528.0,2199,2014,4,1366.0,737.0,56.0,13.0,8.0,2.0,1.0
SRQ,2596.0,2.0,0.0,1641.0,102.0,1081.0,0.0,925.0,363,2014,4,185.0,159.0,14.0,3.0,,,
STT,-711.0,0.0,0.0,1056.0,35.0,531.0,42.0,832.0,382,2014,4,261.0,111.0,7.0,2.0,1.0,,
TWF,-186.0,2.0,1.0,450.0,0.0,44.0,0.0,25.0,115,2014,4,81.0,27.0,3.0,1.0,,,
VEL,-359.0,2.0,0.0,166.0,0.0,20.0,0.0,0.0,52,2014,4,38.0,11.0,,1.0,,,
AGS,1710.0,0.0,0.0,1298.0,134.0,501.0,0.0,541.0,236,2014,4,129.0,97.0,8.0,1.0,1.0,,
EGE,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1,2014,4,,1.0,,,,,
ILM,363.0,1.0,0.0,610.0,16.0,173.0,0.0,543.0,198,2014,4,128.0,64.0,4.0,1.0,,,
STX,-269.0,0.0,0.0,88.0,0.0,88.0,0.0,119.0,80,2014,4,61.0,18.0,1.0,,,,
ABE,72.0,1.0,1.0,916.0,0.0,152.0,0.0,419.0,183,2014,4,137.0,35.0,7.0,1.0,1.0,,
CAK,1494.0,2.0,0.0,854.0,57.0,645.0,0.0,3341.0,551,2014,4,366.0,159.0,14.0,5.0,4.0,1.0,
DAB,1153.0,0.0,0.0,1005.0,62.0,221.0,0.0,254.0,150,2014,4,85.0,59.0,4.0,2.0,,,
FAY,312.0,2.0,1.0,762.0,0.0,146.0,0.0,241.0,191,2014,4,130.0,52.0,4.0,2.0,,,
FNT,1340.0,5.0,0.0,783.0,496.0,214.0,0.0,1295.0,330,2014,4,196.0,121.0,3.0,3.0,,1.0,1.0
MHT,3873.0,2.0,1.0,2816.0,361.0,175.0,0.0,2841.0,533,2014,4,302.0,195.0,26.0,4.0,2.0,1.0,
MLB,225.0,0.0,0.0,114.0,13.0,108.0,0.0,169.0,116,2014,4,70.0,44.0,2.0,,,,
MOB,2857.0,11.0,2.0,2473.0,123.0,876.0,49.0,984.0,415,2014,4,232.0,150.0,16.0,3.0,,,1.0
MYR,760.0,0.0,0.0,507.0,55.0,172.0,0.0,202.0,120,2014,4,64.0,52.0,4.0,,,,
TRI,255.0,1.0,0.0,975.0,8.0,70.0,0.0,315.0,198,2014,4,128.0,61.0,5.0,3.0,,,
ECP,3878.0,2.0,1.0,1559.0,139.0,939.0,0.0,1953.0,402,2014,4,198.0,184.0,9.0,6.0,2.0,,
HRL,1303.0,4.0,2.0,790.0,65.0,306.0,0.0,1911.0,366,2014,4,228.0,113.0,17.0,2.0,,,
ADK,-68.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,8,2014,4,6.0,1.0,1.0,,,,
ADQ,32.0,1.0,0.0,54.0,90.0,14.0,0.0,0.0,30,2014,4,21.0,7.0,1.0,,,,
AMA,4350.0,12.0,0.0,2289.0,433.0,620.0,0.0,3394.0,608,2014,4,346.0,222.0,19.0,5.0,3.0,1.0,
AVP,954.0,6.0,3.0,702.0,194.0,83.0,0.0,1053.0,160,2014,4,94.0,45.0,7.0,3.0,1.0,1.0,
BET,392.0,0.0,0.0,596.0,0.0,26.0,0.0,265.0,82,2014,4,63.0,14.0,1.0,2.0,2.0,,
BLI,-963.0,0.0,0.0,37.0,0.0,17.0,0.0,0.0,83,2014,4,69.0,14.0,,,,,
BRW,1183.0,2.0,1.0,106.0,9.0,230.0,27.0,1070.0,77,2014,4,41.0,27.0,3.0,1.0,1.0,,1.0
CDV,-265.0,0.0,0.0,5.0,0.0,3.0,0.0,75.0,60,2014,4,45.0,15.0,,,,,
FAI,452.0,1.0,0.0,192.0,241.0,68.0,0.0,1095.0,150,2014,4,97.0,46.0,2.0,1.0,2.0,,1.0
JNU,-106.0,1.0,1.0,538.0,0.0,264.0,0.0,569.0,300,2014,4,189.0,104.0,3.0,1.0,,1.0,
KTN,-23.0,0.0,3.0,147.0,15.0,154.0,0.0,288.0,180,2014,4,107.0,68.0,2.0,,,,
OME,-181.0,0.0,2.0,18.0,0.0,35.0,0.0,159.0,60,2014,4,45.0,12.0,,1.0,,,
OTZ,-260.0,0.0,1.0,63.0,0.0,33.0,0.0,15.0,60,2014,4,48.0,11.0,,,,,
PSG,-446.0,0.0,0.0,0.0,0.0,92.0,0.0,6.0,60,2014,4,53.0,7.0,,,,,
SCC,726.0,0.0,4.0,43.0,187.0,56.0,0.0,806.0,77,2014,4,45.0,24.0,2.0,1.0,,,1.0
SIT,471.0,0.0,0.0,97.0,0.0,178.0,0.0,414.0,90,2014,4,47.0,39.0,3.0,1.0,,,
WRG,-259.0,1.0,0.0,48.0,0.0,25.0,0.0,34.0,60,2014,4,41.0,18.0,,,,,
YAK,-450.0,1.0,0.0,25.0,0.0,0.0,0.0,110.0,60,2014,4,51.0,8.0,,,,,
ABI,2009.0,8.0,1.0,883.0,394.0,379.0,11.0,1088.0,236,2014,4,129.0,84.0,9.0,3.0,1.0,1.0,
ACY,87.0,2.0,3.0,70.0,0.0,66.0,0.0,131.0,61,2014,4,31.0,24.0,1.0,,,,
AEX,2346.0,5.0,1.0,1310.0,36.0,588.0,0.0,1462.0,276,2014,4,155.0,95.0,14.0,4.0,2.0,,
DAL,27885.0,38.0,6.0,10361.0,980.0,3090.0,46.0,25218.0,3883,2014,4,2111.0,1554.0,121.0,35.0,12.0,3.0,3.0
ELM,557.0,6.0,2.0,1272.0,13.0,70.0,0.0,645.0,177,2014,4,119.0,40.0,8.0,,1.0,1.0,
GUC,80.0,2.0,0.0,43.0,0.0,25.0,0.0,202.0,30,2014,4,19.0,6.0,3.0,,,,
LFT,1872.0,8.0,2.0,1324.0,208.0,910.0,0.0,1987.0,528,2014,4,340.0,153.0,20.0,4.0,,1.0,
SCE,867.0,0.0,0.0,373.0,258.0,223.0,0.0,290.0,60,2014,4,30.0,24.0,4.0,1.0,1.0,,
HOB,316.0,3.0,1.0,298.0,0.0,50.0,0.0,155.0,46,2014,4,21.0,19.0,1.0,,1.0,,
LBB,4625.0,6.0,3.0,1950.0,201.0,935.0,0.0,2648.0,524,2014,4,287.0,195.0,26.0,2.0,5.0,,
BGR,152.0,4.0,0.0,466.0,22.0,236.0,0.0,398.0,88,2014,4,57.0,21.0,4.0,2.0,,,
BQK,1126.0,0.0,1.0,837.0,8.0,170.0,13.0,498.0,85,2014,4,51.0,23.0,5.0,4.0,1.0,,
CSG,590.0,0.0,0.0,544.0,3.0,93.0,0.0,426.0,114,2014,4,70.0,38.0,5.0,1.0,,,
EWN,309.0,0.0,0.0,340.0,0.0,73.0,0.0,177.0,56,2014,4,38.0,15.0,2.0,1.0,,,
GTR,67.0,1.0,2.0,297.0,0.0,59.0,0.0,86.0,88,2014,4,60.0,24.0,,1.0,,,
OAJ,725.0,1.0,0.0,365.0,102.0,131.0,9.0,485.0,113,2014,4,64.0,44.0,3.0,1.0,,,
VLD,58.0,0.0,1.0,254.0,0.0,158.0,0.0,246.0,85,2014,4,62.0,19.0,2.0,1.0,,,
ABY,5.0,0.0,0.0,48.0,129.0,84.0,0.0,202.0,84,2014,4,56.0,26.0,1.0,,1.0,,
ACT,20.0,6.0,0.0,232.0,8.0,137.0,0.0,324.0,146,2014,4,99.0,37.0,4.0,,,,
AZO,1081.0,7.0,0.0,481.0,147.0,302.0,0.0,618.0,142,2014,4,75.0,53.0,7.0,,,,
GCK,427.0,0.0,0.0,136.0,87.0,118.0,0.0,367.0,60,2014,4,36.0,20.0,3.0,1.0,,,
PPG,13.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,8,2014,4,4.0,3.0,,,,,
ROW,520.0,2.0,1.0,247.0,91.0,205.0,0.0,263.0,86,2014,4,48.0,30.0,4.0,1.0,,,
ALO,855.0,0.0,0.0,205.0,181.0,283.0,0.0,392.0,56,2014,4,28.0,21.0,5.0,2.0,,,
ART,407.0,0.0,1.0,241.0,221.0,101.0,0.0,146.0,56,2014,4,35.0,16.0,3.0,,1.0,,
DBQ,1314.0,3.0,1.0,443.0,96.0,235.0,0.0,711.0,82,2014,4,42.0,27.0,7.0,1.0,1.0,,
GRI,856.0,1.0,0.0,53.0,190.0,126.0,0.0,541.0,56,2014,4,22.0,29.0,2.0,1.0,,1.0,
JLN,899.0,0.0,0.0,263.0,60.0,151.0,0.0,591.0,60,2014,4,32.0,22.0,5.0,,1.0,,
TOL,832.0,2.0,0.0,260.0,90.0,338.0,0.0,385.0,86,2014,4,47.0,30.0,6.0,,1.0,,
SUX,677.0,2.0,0.0,277.0,58.0,186.0,0.0,260.0,56,2014,4,29.0,20.0,2.0,3.0,,,
ISP,4625.0,0.0,1.0,2613.0,488.0,173.0,0.0,2819.0,460,2014,4,253.0,172.0,25.0,4.0,4.0,1.0,
ORH,308.0,2.0,0.0,244.0,0.0,5.0,50.0,373.0,60,2014,4,35.0,18.0,5.0,,,,
PSE,92.0,2.0,2.0,124.0,126.0,27.0,0.0,135.0,60,2014,4,36.0,17.0,2.0,1.0,,,
SWF,279.0,0.0,1.0,449.0,20.0,15.0,92.0,164.0,60,2014,4,42.0,12.0,2.0,3.0,,,
ALB,2370.0,1.0,1.0,2667.0,150.0,583.0,0.0,2350.0,658,2014,11,410.0,218.0,18.0,6.0,3.0,,1.0
ANC,-3240.0,16.0,3.0,1917.0,393.0,1270.0,115.0,4516.0,1136,2014,11,764.0,317.0,18.0,12.0,2.0,3.0,1.0
ASE,1070.0,10.0,0.0,269.0,122.0,339.0,0.0,564.0,93,2014,11,39.0,38.0,3.0,2.0,1.0,,
ATL,-36995.0,47.0,17.0,74609.0,5462.0,35915.0,214.0,68028.0,29296,2014,11,21113.0,7297.0,507.0,163.0,75.0,36.0,41.0
AUS,13955.0,14.0,5.0,11675.0,1148.0,5217.0,0.0,13656.0,3425,2014,11,2022.0,1231.0,118.0,25.0,6.0,2.0,2.0
BDL,4431.0,20.0,5.0,6029.0,260.0,2279.0,123.0,6781.0,1833,2014,11,1180.0,551.0,58.0,14.0,2.0,1.0,2.0
BNA,17874.0,30.0,0.0,13217.0,2322.0,6927.0,45.0,18931.0,4303,2014,11,2643.0,1417.0,149.0,40.0,13.0,6.0,5.0
BOI,9544.0,6.0,3.0,3451.0,400.0,2019.0,19.0,5460.0,887,2014,11,402.0,418.0,44.0,10.0,3.0,1.0,
BOS,18906.0,51.0,3.0,24124.0,2670.0,24815.0,68.0,33167.0,9020,2014,11,5888.0,2591.0,379.0,83.0,15.0,4.0,6.0
BUF,2591.0,84.0,3.0,4534.0,738.0,1362.0,13.0,4561.0,1411,2014,11,904.0,362.0,38.0,11.0,6.0,2.0,1.0
BWI,2504.0,54.0,6.0,15114.0,1196.0,6861.0,23.0,29796.0,7096,2014,11,4742.0,2022.0,185.0,58.0,20.0,4.0,5.0
CHS,2672.0,5.0,1.0,3721.0,274.0,1952.0,30.0,1773.0,1068,2014,11,665.0,366.0,25.0,5.0,1.0,,
CLE,13990.0,31.0,2.0,9642.0,1294.0,6075.0,0.0,17084.0,2989,2014,11,1879.0,896.0,117.0,37.0,13.0,9.0,5.0
CLT,6048.0,63.0,5.0,22867.0,1083.0,17872.0,71.0,18874.0,9180,2014,11,5840.0,3016.0,189.0,47.0,11.0,4.0,5.0
CMH,13101.0,29.0,6.0,7152.0,1497.0,4329.0,158.0,10225.0,2157,2014,11,1271.0,737.0,76.0,26.0,10.0,2.0,
COS,7523.0,3.0,0.0,3611.0,170.0,1376.0,0.0,5019.0,643,2014,11,347.0,234.0,38.0,14.0,3.0,3.0,1.0
DCA,13751.0,67.0,5.0,16170.0,1464.0,15182.0,23.0,20141.0,6388,2014,11,4083.0,1959.0,207.0,46.0,15.0,4.0,2.0
DEN,89184.0,172.0,46.0,48085.0,7053.0,55098.0,14.0,85421.0,17296,2014,11,10467.0,5595.0,638.0,230.0,88.0,30.0,30.0
DFW,202903.0,330.0,74.0,96204.0,11145.0,67768.0,235.0,137392.0,21671,2014,11,11907.0,7881.0,918.0,298.0,138.0,49.0,76.0
DTW,22449.0,68.0,20.0,28189.0,4022.0,14845.0,0.0,32438.0,8972,2014,11,5736.0,2782.0,222.0,82.0,35.0,11.0,16.0
EUG,4568.0,13.0,3.0,1190.0,364.0,966.0,0.0,2936.0,384,2014,11,165.0,173.0,25.0,3.0,,1.0,1.0
EWR,36423.0,124.0,10.0,21967.0,3160.0,48077.0,24.0,36762.0,8925,2014,11,5733.0,2462.0,368.0,136.0,56.0,19.0,17.0
FAT,7260.0,12.0,0.0,3224.0,252.0,1674.0,0.0,4181.0,734,2014,11,380.0,295.0,30.0,8.0,7.0,2.0,
FLL,21019.0,28.0,1.0,16117.0,2101.0,15544.0,66.0,19902.0,5348,2014,11,3205.0,1851.0,187.0,44.0,13.0,10.0,9.0
GEG,3966.0,3.0,1.0,2499.0,167.0,1421.0,0.0,3177.0,842,2014,11,486.0,316.0,28.0,6.0,2.0,,
GSO,2710.0,14.0,0.0,2240.0,72.0,1982.0,0.0,2206.0,725,2014,11,461.0,217.0,23.0,7.0,1.0,,2.0
HNL,13145.0,14.0,3.0,13339.0,239.0,3690.0,0.0,6348.0,3706,2014,11,2089.0,1535.0,36.0,12.0,5.0,7.0,5.0
IAH,21789.0,71.0,26.0,33810.0,4188.0,30196.0,6.0,45437.0,14046,2014,11,8978.0,4469.0,307.0,103.0,48.0,21.0,23.0
ILM,20.0,0.0,1.0,704.0,0.0,144.0,0.0,261.0,186,2014,11,129.0,51.0,3.0,2.0,,,
IND,9281.0,11.0,1.0,6515.0,843.0,3138.0,32.0,10937.0,2265,2014,11,1430.0,709.0,81.0,21.0,10.0,,2.0
JAX,5063.0,5.0,2.0,4706.0,126.0,2932.0,0.0,5540.0,1695,2014,11,1055.0,579.0,36.0,12.0,2.0,3.0,1.0
JFK,8522.0,50.0,8.0,20643.0,1841.0,27209.0,24.0,24711.0,8067,2014,11,5271.0,2362.0,249.0,83.0,26.0,10.0,8.0
KOA,910.0,3.0,2.0,2019.0,210.0,657.0,0.0,921.0,896,2014,11,484.0,392.0,10.0,4.0,1.0,,
LAS,11226.0,29.0,11.0,23045.0,2261.0,14724.0,23.0,36845.0,10689,2014,11,6899.0,3414.0,255.0,55.0,21.0,1.0,4.0
LAX,52165.0,131.0,11.0,44552.0,4742.0,37176.0,149.0,71989.0,17045,2014,11,10192.0,5930.0,562.0,149.0,37.0,18.0,15.0
LGA,60391.0,209.0,15.0,29378.0,4449.0,53434.0,0.0,30567.0,8821,2014,11,5086.0,2840.0,485.0,129.0,27.0,22.0,8.0
LIH,-536.0,2.0,0.0,1433.0,127.0,413.0,0.0,1267.0,931,2014,11,568.0,348.0,11.0,1.0,1.0,,
MCI,14274.0,15.0,5.0,11976.0,421.0,4810.0,5.0,14734.0,3502,2014,11,2127.0,1208.0,95.0,36.0,11.0,3.0,2.0
MCO,34926.0,40.0,18.0,28114.0,2431.0,30302.0,241.0,30294.0,8894,2014,11,5498.0,2877.0,317.0,104.0,22.0,12.0,6.0
MDT,2244.0,2.0,0.0,1329.0,246.0,1014.0,0.0,1251.0,326,2014,11,197.0,103.0,20.0,3.0,1.0,,
MEM,7803.0,10.0,1.0,3654.0,558.0,2705.0,0.0,4801.0,1234,2014,11,662.0,506.0,42.0,9.0,4.0,,
MIA,23184.0,24.0,6.0,24767.0,1477.0,17264.0,18.0,19483.0,6244,2014,11,3871.0,2077.0,173.0,51.0,18.0,8.0,16.0
MKE,16189.0,35.0,1.0,9600.0,1149.0,5286.0,0.0,13435.0,2594,2014,11,1535.0,855.0,118.0,33.0,16.0,,1.0
MRY,2838.0,12.0,2.0,926.0,23.0,343.0,0.0,2309.0,316,2014,11,169.0,110.0,16.0,5.0,2.0,,
MSP,45606.0,109.0,12.0,29137.0,3879.0,27010.0,44.0,31799.0,8280,2014,11,4922.0,2810.0,253.0,92.0,45.0,19.0,18.0
MSY,8146.0,7.0,4.0,9500.0,973.0,4918.0,53.0,12780.0,3377,2014,11,2107.0,1130.0,90.0,28.0,6.0,3.0,2.0
OAK,20171.0,31.0,2.0,10447.0,333.0,3147.0,0.0,18132.0,3514,2014,11,1908.0,1434.0,96.0,26.0,16.0,,1.0
OGG,1082.0,6.0,1.0,3936.0,233.0,1270.0,0.0,3073.0,1784,2014,11,1039.0,714.0,11.0,4.0,6.0,1.0,2.0
OKC,10715.0,7.0,3.0,5429.0,791.0,2718.0,0.0,7664.0,1546,2014,11,875.0,574.0,62.0,20.0,4.0,1.0,
OMA,9827.0,9.0,0.0,5069.0,781.0,2996.0,0.0,6988.0,1512,2014,11,881.0,540.0,52.0,22.0,8.0,,
ONT,9855.0,21.0,4.0,5626.0,184.0,1583.0,55.0,7802.0,1671,2014,11,920.0,653.0,58.0,8.0,4.0,1.0,2.0
ORD,144720.0,438.0,16.0,70708.0,8189.0,79789.0,108.0,139201.0,23564,2014,11,13653.0,7961.0,952.0,329.0,119.0,45.0,51.0
ORF,3379.0,8.0,1.0,3709.0,185.0,1297.0,25.0,1807.0,845,2014,11,502.0,302.0,20.0,8.0,2.0,1.0,1.0
PBI,11499.0,8.0,2.0,6325.0,536.0,8263.0,32.0,6485.0,1960,2014,11,1077.0,766.0,73.0,29.0,4.0,1.0,
PDX,19169.0,16.0,1.0,10868.0,528.0,6611.0,7.0,17634.0,3821,2014,11,2100.0,1525.0,134.0,36.0,5.0,2.0,2.0
PHL,22184.0,34.0,4.0,15265.0,1531.0,24521.0,66.0,15818.0,5668,2014,11,3469.0,1879.0,200.0,53.0,16.0,10.0,3.0
PHX,-1261.0,52.0,7.0,28641.0,1956.0,12474.0,98.0,31914.0,12581,2014,11,8161.0,4030.0,231.0,66.0,19.0,8.0,7.0
PIT,10344.0,7.0,5.0,9443.0,552.0,2642.0,3.0,8874.0,2307,2014,11,1391.0,805.0,65.0,20.0,8.0,5.0,1.0
PSP,6193.0,9.0,0.0,2562.0,365.0,1714.0,18.0,5846.0,999,2014,11,582.0,358.0,32.0,14.0,2.0,2.0,
PVD,5601.0,5.0,1.0,4449.0,176.0,806.0,36.0,4366.0,995,2014,11,590.0,345.0,33.0,12.0,8.0,1.0,
PWM,1290.0,14.0,0.0,1166.0,749.0,380.0,0.0,953.0,359,2014,11,225.0,106.0,12.0,,1.0,,1.0
RDM,1664.0,8.0,0.0,361.0,11.0,568.0,0.0,1410.0,173,2014,11,91.0,60.0,10.0,2.0,2.0,,
RDU,10897.0,22.0,6.0,9320.0,747.0,4907.0,141.0,11011.0,3022,2014,11,1845.0,1019.0,101.0,17.0,12.0,,
RIC,7361.0,14.0,1.0,4928.0,1116.0,2482.0,37.0,5390.0,1364,2014,11,821.0,454.0,51.0,19.0,2.0,,2.0
RNO,7063.0,8.0,2.0,2944.0,396.0,1214.0,0.0,5681.0,993,2014,11,553.0,374.0,39.0,13.0,2.0,2.0,
ROC,4404.0,2.0,0.0,2562.0,411.0,993.0,0.0,3199.0,614,2014,11,345.0,229.0,27.0,7.0,3.0,1.0,
RSW,8435.0,5.0,2.0,7267.0,1112.0,7814.0,26.0,6132.0,2136,2014,11,1313.0,713.0,67.0,22.0,10.0,1.0,3.0
SAN,10417.0,44.0,32.0,15060.0,1060.0,5271.0,14.0,26112.0,6068,2014,11,3886.0,1889.0,154.0,47.0,12.0,,4.0
SAT,18575.0,7.0,5.0,10390.0,809.0,5279.0,38.0,11744.0,2669,2014,11,1383.0,1135.0,97.0,35.0,4.0,2.0,1.0
SBA,4641.0,14.0,2.0,2055.0,141.0,774.0,0.0,4319.0,618,2014,11,369.0,186.0,31.0,13.0,2.0,1.0,
SEA,19370.0,25.0,5.0,20358.0,1891.0,16972.0,15.0,27465.0,8586,2014,11,5005.0,3265.0,214.0,42.0,16.0,10.0,4.0
SFO,158646.0,257.0,35.0,38392.0,6803.0,122312.0,15.0,69912.0,13243,2014,11,7169.0,4353.0,918.0,340.0,130.0,22.0,19.0
SJC,14170.0,14.0,4.0,7353.0,720.0,4079.0,1.0,13801.0,3425,2014,11,1919.0,1374.0,87.0,23.0,3.0,1.0,
SJU,10440.0,3.0,0.0,7583.0,586.0,4887.0,60.0,5677.0,2002,2014,11,1149.0,771.0,51.0,18.0,9.0,,1.0
SLC,11667.0,55.0,2.0,27394.0,827.0,10417.0,49.0,25546.0,8457,2014,11,5546.0,2562.0,181.0,67.0,15.0,8.0,21.0
SMF,23112.0,24.0,4.0,9679.0,928.0,4434.0,24.0,16846.0,3434,2014,11,1788.0,1464.0,115.0,27.0,10.0,2.0,
SNA,4664.0,17.0,5.0,6782.0,749.0,3085.0,30.0,10052.0,3156,2014,11,1937.0,1112.0,62.0,20.0,3.0,,
STL,14906.0,29.0,2.0,12587.0,717.0,5288.0,124.0,17299.0,4137,2014,11,2525.0,1416.0,116.0,36.0,11.0,,2.0
STT,1799.0,1.0,0.0,2572.0,0.0,559.0,0.0,721.0,330,2014,11,214.0,101.0,7.0,3.0,,2.0,2.0
SYR,2760.0,8.0,0.0,2149.0,372.0,1019.0,0.0,2300.0,572,2014,11,349.0,181.0,26.0,5.0,3.0,,
TPA,23239.0,25.0,6.0,17077.0,2169.0,15906.0,4.0,21221.0,5369,2014,11,3314.0,1734.0,184.0,71.0,20.0,11.0,4.0
ABQ,9000.0,7.0,2.0,5069.0,325.0,1813.0,0.0,8405.0,1741,2014,11,1002.0,654.0,54.0,15.0,6.0,,1.0
AMA,6895.0,6.0,2.0,3132.0,578.0,1386.0,74.0,2569.0,547,2014,11,245.0,251.0,33.0,5.0,4.0,1.0,
BHM,5965.0,0.0,1.0,4157.0,291.0,1727.0,16.0,4919.0,1117,2014,11,673.0,389.0,33.0,13.0,6.0,2.0,
BIL,1324.0,1.0,0.0,531.0,127.0,578.0,84.0,1018.0,224,2014,11,135.0,77.0,8.0,1.0,1.0,1.0,
BQN,213.0,0.0,1.0,228.0,0.0,204.0,0.0,244.0,96,2014,11,57.0,34.0,3.0,1.0,,,
BUR,6161.0,33.0,1.0,4925.0,2.0,1005.0,123.0,6416.0,1689,2014,11,1058.0,531.0,50.0,13.0,3.0,,
CAK,1888.0,1.0,3.0,1602.0,27.0,497.0,20.0,3133.0,580,2014,11,375.0,171.0,21.0,7.0,2.0,,
CRP,5755.0,10.0,0.0,2349.0,140.0,1324.0,0.0,2897.0,541,2014,11,255.0,246.0,20.0,5.0,4.0,1.0,
DAL,14627.0,47.0,2.0,11343.0,680.0,3581.0,0.0,22161.0,4793,2014,11,2935.0,1647.0,113.0,31.0,16.0,,2.0
DAY,5786.0,12.0,1.0,3013.0,635.0,1692.0,94.0,3426.0,713,2014,11,389.0,265.0,34.0,9.0,2.0,1.0,
DSM,10370.0,16.0,0.0,4473.0,848.0,2514.0,0.0,5061.0,842,2014,11,423.0,334.0,52.0,4.0,8.0,4.0,1.0
GRR,8061.0,30.0,2.0,3899.0,1409.0,2993.0,0.0,3502.0,938,2014,11,506.0,331.0,52.0,13.0,3.0,1.0,
HOU,8573.0,38.0,4.0,11450.0,743.0,5403.0,56.0,19760.0,4621,2014,11,2908.0,1502.0,112.0,41.0,9.0,2.0,5.0
IAD,14083.0,32.0,9.0,12743.0,1085.0,9539.0,0.0,23683.0,4412,2014,11,2947.0,1157.0,173.0,52.0,22.0,8.0,12.0
ISP,4589.0,1.0,4.0,2293.0,42.0,385.0,0.0,2948.0,384,2014,11,185.0,166.0,19.0,3.0,4.0,1.0,1.0
MDW,-8933.0,42.0,6.0,15614.0,459.0,5981.0,80.0,25619.0,7015,2014,11,4816.0,1937.0,148.0,38.0,15.0,6.0,7.0
SDF,6433.0,8.0,1.0,3974.0,245.0,2878.0,0.0,3651.0,1061,2014,11,600.0,400.0,38.0,7.0,5.0,1.0,1.0
SMX,304.0,1.0,0.0,84.0,0.0,107.0,0.0,449.0,88,2014,11,50.0,34.0,3.0,,,,
SRQ,503.0,0.0,0.0,766.0,88.0,825.0,0.0,281.0,292,2014,11,192.0,93.0,3.0,4.0,,,
TUL,9237.0,4.0,1.0,5026.0,599.0,1790.0,0.0,7529.0,1403,2014,11,803.0,519.0,53.0,13.0,6.0,4.0,
TUS,9326.0,6.0,0.0,6005.0,1005.0,2020.0,0.0,6973.0,1400,2014,11,786.0,532.0,57.0,13.0,3.0,1.0,2.0
ECP,173.0,1.0,1.0,534.0,131.0,170.0,0.0,693.0,286,2014,11,190.0,88.0,5.0,1.0,,,
ELP,6685.0,4.0,1.0,3605.0,764.0,1638.0,0.0,4626.0,1141,2014,11,631.0,453.0,40.0,5.0,6.0,1.0,
FNT,726.0,3.0,1.0,1198.0,321.0,438.0,0.0,1341.0,398,2014,11,255.0,129.0,4.0,5.0,,1.0,
GSP,1397.0,5.0,0.0,1836.0,425.0,818.0,0.0,1437.0,613,2014,11,390.0,195.0,16.0,4.0,2.0,,1.0
GUM,-148.0,0.0,0.0,31.0,0.0,57.0,0.0,0.0,31,2014,11,20.0,11.0,,,,,
HRL,-239.0,1.0,0.0,346.0,0.0,189.0,0.0,735.0,276,2014,11,194.0,77.0,3.0,1.0,,,
ICT,7966.0,12.0,3.0,3533.0,579.0,2382.0,0.0,4796.0,852,2014,11,470.0,312.0,36.0,11.0,5.0,1.0,2.0
LBB,4945.0,11.0,1.0,2104.0,130.0,954.0,0.0,3193.0,567,2014,11,302.0,221.0,23.0,5.0,3.0,1.0,
LIT,10399.0,11.0,0.0,4603.0,869.0,2703.0,0.0,5190.0,1046,2014,11,517.0,448.0,53.0,9.0,6.0,1.0,1.0
MAF,7618.0,10.0,2.0,3178.0,357.0,1744.0,0.0,4044.0,798,2014,11,385.0,358.0,34.0,6.0,2.0,1.0,
MHT,2044.0,8.0,1.0,2973.0,67.0,317.0,43.0,1739.0,522,2014,11,333.0,153.0,18.0,4.0,2.0,2.0,1.0
PNS,1171.0,4.0,2.0,1463.0,129.0,903.0,163.0,990.0,662,2014,11,417.0,223.0,15.0,1.0,,,
ABE,-4.0,0.0,0.0,379.0,0.0,203.0,0.0,188.0,149,2014,11,100.0,46.0,3.0,,,,
AGS,522.0,0.0,0.0,1043.0,0.0,81.0,0.0,174.0,190,2014,11,128.0,57.0,3.0,1.0,1.0,,
