Dest,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalFlights,Year,Month,"(-inf, 0.0]","(0.0, 60.0]","(60.0, 120.0]","(120.0, 180.0]","(180.0, 240.0]","(240.0, 300.0]","(300.0, inf]"
DEN,77441.0,151.0,24.0,48968.0,4890.0,34012.0,107.0,77283.0,17455,2014,4,10429.0,6075.0,507.0,145.0,65.0,30.0,29.0
DFW,108454.0,291.0,140.0,79620.0,13259.0,55519.0,76.0,107167.0,22628,2014,4,14388.0,6650.0,699.0,229.0,111.0,45.0,75.0
DSM,5021.0,19.0,0.0,2955.0,201.0,1162.0,0.0,3786.0,789,2014,4,446.0,279.0,34.0,7.0,4.0,,
DTW,-12192.0,75.0,8.0,21959.0,1720.0,8567.0,28.0,29206.0,8627,2014,4,6192.0,2049.0,188.0,64.0,29.0,13.0,9.0
EVV,2447.0,12.0,1.0,1101.0,171.0,774.0,198.0,1274.0,243,2014,4,131.0,81.0,10.0,3.0,2.0,3.0,
EWR,135055.0,468.0,18.0,24037.0,4028.0,129860.0,20.0,42778.0,9081,2014,4,4718.0,2707.0,676.0,308.0,109.0,62.0,15.0
EYW,-876.0,0.0,2.0,817.0,0.0,338.0,0.0,532.0,398,2014,4,293.0,94.0,9.0,,,,
FSD,5851.0,19.0,0.0,2738.0,1043.0,1123.0,0.0,3377.0,553,2014,4,294.0,196.0,30.0,8.0,5.0,,1.0
FWA,1857.0,9.0,1.0,826.0,394.0,363.0,0.0,1198.0,288,2014,4,166.0,96.0,11.0,3.0,1.0,1.0,
GGG,-18.0,1.0,0.0,147.0,23.0,82.0,0.0,40.0,60,2014,4,42.0,16.0,1.0,,,,
GNV,1106.0,2.0,0.0,866.0,73.0,383.0,0.0,749.0,204,2014,4,132.0,58.0,9.0,2.0,1.0,,
GPT,1874.0,5.0,4.0,1149.0,331.0,523.0,0.0,1209.0,336,2014,4,195.0,116.0,14.0,2.0,,,
GRK,1202.0,8.0,0.0,1254.0,247.0,710.0,0.0,1782.0,404,2014,4,270.0,105.0,12.0,7.0,2.0,,
GRR,6356.0,13.0,1.0,4485.0,674.0,1607.0,0.0,4552.0,1041,2014,4,615.0,364.0,29.0,9.0,7.0,2.0,1.0
GSO,5813.0,19.0,0.0,3084.0,181.0,2096.0,0.0,3995.0,755,2014,4,424.0,256.0,41.0,12.0,,1.0,2.0
HOU,38479.0,43.0,6.0,14244.0,831.0,10186.0,53.0,27606.0,5023,2014,4,2601.0,2149.0,167.0,34.0,17.0,5.0,1.0
IAH,33853.0,172.0,42.0,33049.0,4237.0,34570.0,12.0,54922.0,13697,2014,4,8726.0,4160.0,389.0,122.0,54.0,17.0,15.0
IND,15064.0,34.0,1.0,11185.0,494.0,3970.0,0.0,10620.0,2489,2014,4,1466.0,859.0,92.0,18.0,9.0,8.0,2.0
JAX,15233.0,18.0,2.0,9077.0,686.0,4976.0,4.0,7805.0,1956,2014,4,1079.0,749.0,72.0,22.0,9.0,4.0,1.0
JFK,36629.0,121.0,42.0,20780.0,1316.0,45107.0,44.0,29877.0,8209,2014,4,5059.0,2508.0,311.0,100.0,34.0,13.0,21.0
LAW,404.0,3.0,0.0,252.0,142.0,72.0,0.0,416.0,120,2014,4,79.0,33.0,4.0,1.0,,,
LAX,83262.0,160.0,46.0,52767.0,4000.0,42972.0,190.0,76770.0,18549,2014,4,10606.0,6945.0,559.0,146.0,47.0,12.0,28.0
LEX,3192.0,11.0,0.0,2146.0,270.0,1153.0,16.0,2282.0,529,2014,4,317.0,167.0,25.0,8.0,,1.0,
LGA,40698.0,195.0,39.0,24309.0,3112.0,51492.0,0.0,32176.0,9108,2014,4,5727.0,2530.0,418.0,137.0,36.0,17.0,9.0
LRD,1218.0,4.0,2.0,927.0,51.0,361.0,0.0,779.0,198,2014,4,117.0,64.0,4.0,6.0,,,1.0
MAF,4434.0,13.0,1.0,2256.0,119.0,1094.0,0.0,4186.0,802,2014,4,467.0,282.0,27.0,9.0,3.0,,
MEM,9156.0,22.0,2.0,4102.0,349.0,2736.0,0.0,6525.0,1236,2014,4,706.0,445.0,36.0,14.0,7.0,3.0,1.0
MIA,-4039.0,36.0,11.0,20903.0,1790.0,11759.0,76.0,18863.0,7061,2014,4,4904.0,1875.0,156.0,42.0,17.0,5.0,15.0
MLU,83.0,5.0,0.0,766.0,183.0,369.0,0.0,791.0,266,2014,4,173.0,78.0,7.0,2.0,1.0,,
MSP,10893.0,91.0,20.0,27452.0,3043.0,13818.0,133.0,27818.0,8601,2014,4,5730.0,2446.0,172.0,76.0,34.0,18.0,14.0
OKC,13362.0,22.0,4.0,7183.0,412.0,2817.0,0.0,8237.0,1586,2014,4,838.0,633.0,64.0,19.0,3.0,2.0,1.0
ORD,227418.0,536.0,83.0,68340.0,9417.0,131417.0,228.0,126032.0,23234,2014,4,12394.0,8429.0,1208.0,344.0,119.0,59.0,62.0
ORF,6628.0,18.0,4.0,4479.0,500.0,1693.0,0.0,4642.0,1069,2014,4,592.0,390.0,48.0,14.0,3.0,,
PHL,13939.0,49.0,5.0,20353.0,2359.0,19933.0,53.0,17619.0,6279,2014,4,4091.0,1819.0,226.0,57.0,19.0,7.0,6.0
PIA,2842.0,12.0,0.0,1362.0,409.0,792.0,0.0,1723.0,367,2014,4,200.0,131.0,15.0,7.0,2.0,,
PIT,10731.0,16.0,1.0,9013.0,653.0,2448.0,0.0,11226.0,2386,2014,4,1494.0,767.0,64.0,30.0,11.0,3.0,
PNS,3393.0,23.0,5.0,2016.0,795.0,1396.0,0.0,1769.0,661,2014,4,369.0,234.0,23.0,5.0,1.0,,1.0
RDU,19822.0,58.0,0.0,13675.0,769.0,5529.0,9.0,13506.0,3342,2014,4,1887.0,1242.0,107.0,35.0,7.0,4.0,2.0
RIC,9560.0,39.0,7.0,7014.0,320.0,3867.0,0.0,7782.0,1598,2014,4,957.0,491.0,62.0,31.0,8.0,2.0,1.0
ROC,5711.0,17.0,2.0,3500.0,363.0,1440.0,0.0,4044.0,736,2014,4,419.0,255.0,27.0,9.0,4.0,1.0,2.0
SAV,6687.0,16.0,0.0,3491.0,149.0,2280.0,0.0,2951.0,775,2014,4,416.0,295.0,34.0,6.0,6.0,2.0,
SDF,11728.0,17.0,2.0,6375.0,324.0,3463.0,0.0,6597.0,1308,2014,4,662.0,546.0,60.0,14.0,6.0,1.0,
SJT,282.0,3.0,0.0,426.0,101.0,192.0,0.0,446.0,146,2014,4,101.0,35.0,6.0,1.0,,,
SPS,907.0,2.0,0.0,330.0,210.0,151.0,0.0,536.0,120,2014,4,68.0,46.0,1.0,2.0,,1.0,
TLH,3580.0,5.0,4.0,2031.0,334.0,1186.0,0.0,911.0,397,2014,4,215.0,147.0,21.0,2.0,2.0,1.0,
TUL,12184.0,22.0,8.0,6807.0,818.0,2959.0,0.0,7511.0,1573,2014,4,883.0,569.0,61.0,23.0,5.0,1.0,1.0
TXK,468.0,3.0,0.0,326.0,111.0,138.0,0.0,274.0,86,2014,4,54.0,23.0,4.0,2.0,,,
TYR,-279.0,5.0,0.0,530.0,130.0,278.0,0.0,770.0,213,2014,4,156.0,41.0,10.0,1.0,,,
TYS,7563.0,23.0,2.0,4370.0,400.0,1413.0,0.0,4008.0,636,2014,4,326.0,231.0,34.0,13.0,4.0,3.0,
VPS,2592.0,11.0,5.0,1311.0,732.0,670.0,0.0,1754.0,382,2014,4,221.0,121.0,17.0,5.0,1.0,,1.0
XNA,7875.0,19.0,1.0,3703.0,1158.0,2031.0,0.0,4459.0,895,2014,4,491.0,324.0,43.0,12.0,2.0,1.0,2.0
ABQ,16273.0,17.0,1.0,8269.0,311.0,1905.0,6.0,11826.0,2095,2014,4,1063.0,922.0,64.0,21.0,5.0,1.0,1.0
ACV,1259.0,6.0,2.0,798.0,38.0,186.0,0.0,2122.0,258,2014,4,166.0,63.0,14.0,6.0,1.0,,
ASE,1204.0,15.0,4.0,691.0,108.0,227.0,0.0,1083.0,231,2014,4,137.0,61.0,11.0,3.0,,,
ATW,3280.0,11.0,0.0,1275.0,0.0,475.0,0.0,2097.0,228,2014,4,100.0,96.0,14.0,6.0,1.0,,
AUS,20985.0,16.0,18.0,11588.0,791.0,7119.0,18.0,16161.0,3548,2014,4,1968.0,1385.0,114.0,35.0,9.0,2.0,1.0
BFL,1132.0,6.0,1.0,766.0,28.0,608.0,0.0,992.0,284,2014,4,169.0,96.0,8.0,4.0,,,
BIS,340.0,4.0,0.0,254.0,0.0,221.0,0.0,341.0,119,2014,4,69.0,43.0,2.0,1.0,,,
BOI,3775.0,6.0,1.0,3157.0,0.0,556.0,0.0,4470.0,911,2014,4,558.0,311.0,24.0,8.0,2.0,,1.0
BRO,1321.0,4.0,0.0,437.0,114.0,414.0,0.0,1207.0,196,2014,4,113.0,67.0,8.0,4.0,,,
BUR,9755.0,29.0,5.0,5300.0,28.0,1382.0,11.0,9619.0,1767,2014,4,1039.0,607.0,68.0,17.0,2.0,,
BZN,287.0,1.0,2.0,1117.0,0.0,275.0,0.0,853.0,287,2014,4,190.0,80.0,6.0,8.0,,,
CLD,1166.0,4.0,1.0,424.0,62.0,169.0,0.0,1243.0,202,2014,4,121.0,65.0,7.0,3.0,1.0,,
COS,4471.0,4.0,0.0,3291.0,295.0,1288.0,0.0,4003.0,731,2014,4,458.0,217.0,38.0,12.0,2.0,,
CPR,538.0,2.0,0.0,295.0,66.0,324.0,9.0,1032.0,191,2014,4,125.0,54.0,8.0,1.0,1.0,,
DHN,1432.0,0.0,0.0,942.0,55.0,163.0,0.0,719.0,115,2014,4,67.0,36.0,7.0,5.0,,,
DIK,309.0,6.0,0.0,478.0,57.0,278.0,0.0,488.0,128,2014,4,80.0,35.0,6.0,,1.0,,
DRO,854.0,3.0,2.0,560.0,57.0,455.0,0.0,680.0,172,2014,4,98.0,61.0,5.0,3.0,,,
ELP,11691.0,10.0,1.0,5211.0,129.0,1980.0,0.0,7809.0,1438,2014,4,709.0,651.0,45.0,16.0,4.0,2.0,
EUG,577.0,6.0,1.0,1125.0,0.0,316.0,15.0,1794.0,442,2014,4,293.0,124.0,12.0,6.0,,,
FAR,4660.0,10.0,0.0,2342.0,83.0,783.0,0.0,2678.0,494,2014,4,243.0,209.0,23.0,7.0,2.0,,
FAT,3141.0,13.0,0.0,2267.0,358.0,665.0,47.0,4390.0,903,2014,4,575.0,278.0,29.0,4.0,2.0,1.0,1.0
FCA,-124.0,0.0,0.0,132.0,0.0,62.0,0.0,98.0,76,2014,4,54.0,21.0,1.0,,,,
FLG,261.0,4.0,0.0,322.0,151.0,130.0,0.0,88.0,151,2014,4,95.0,48.0,4.0,,,,
GCC,-74.0,2.0,1.0,312.0,31.0,134.0,0.0,432.0,120,2014,4,68.0,42.0,7.0,,,,
GJT,476.0,0.0,0.0,863.0,176.0,182.0,0.0,820.0,265,2014,4,186.0,68.0,9.0,,2.0,,
HLN,22.0,0.0,0.0,243.0,0.0,36.0,0.0,132.0,104,2014,4,66.0,35.0,3.0,,,,
IAD,14459.0,88.0,7.0,12093.0,1035.0,10361.0,40.0,27505.0,4987,2014,4,3174.0,1460.0,166.0,53.0,23.0,10.0,6.0
ICT,6015.0,12.0,2.0,3134.0,424.0,2157.0,0.0,3448.0,770,2014,4,425.0,282.0,35.0,9.0,5.0,,
IDA,526.0,1.0,2.0,592.0,0.0,153.0,0.0,858.0,229,2014,4,152.0,64.0,7.0,2.0,1.0,,
ISN,1069.0,7.0,2.0,1027.0,30.0,507.0,0.0,477.0,230,2014,4,123.0,87.0,8.0,3.0,,,
JAC,905.0,0.0,4.0,827.0,65.0,194.0,0.0,118.0,132,2014,4,65.0,58.0,5.0,,,,
LAR,1214.0,1.0,1.0,176.0,208.0,163.0,0.0,579.0,60,2014,4,15.0,37.0,3.0,1.0,1.0,1.0,
LAS,60066.0,63.0,25.0,30332.0,1901.0,19044.0,62.0,56996.0,11677,2014,4,6547.0,4572.0,332.0,93.0,31.0,6.0,8.0
LGB,-1534.0,15.0,1.0,1866.0,236.0,612.0,10.0,3034.0,940,2014,4,693.0,201.0,22.0,6.0,1.0,,1.0
LSE,1160.0,2.0,0.0,450.0,75.0,272.0,0.0,645.0,93,2014,4,46.0,38.0,4.0,2.0,1.0,,
LWS,-313.0,0.0,0.0,16.0,0.0,48.0,0.0,155.0,55,2014,4,44.0,10.0,,1.0,,,
MBS,1233.0,5.0,0.0,451.0,121.0,158.0,0.0,878.0,119,2014,4,65.0,39.0,8.0,1.0,,1.0,
MCI,26931.0,24.0,9.0,15752.0,1408.0,5324.0,110.0,18912.0,3756,2014,4,2127.0,1406.0,112.0,51.0,20.0,5.0,2.0
MFR,1636.0,4.0,1.0,1354.0,60.0,336.0,0.0,1710.0,266,2014,4,152.0,95.0,10.0,,2.0,2.0,
MKE,18189.0,35.0,2.0,9753.0,761.0,4464.0,0.0,15592.0,2865,2014,4,1641.0,1033.0,91.0,49.0,10.0,3.0,1.0
MLI,4715.0,7.0,1.0,2771.0,287.0,1075.0,0.0,1714.0,374,2014,4,187.0,145.0,24.0,6.0,3.0,1.0,
MOT,205.0,5.0,0.0,257.0,0.0,236.0,0.0,526.0,119,2014,4,79.0,28.0,4.0,3.0,,,
MRY,2661.0,10.0,2.0,1351.0,50.0,326.0,37.0,2499.0,416,2014,4,234.0,145.0,16.0,4.0,4.0,1.0,
MSN,3948.0,13.0,0.0,2604.0,579.0,1346.0,0.0,3276.0,755,2014,4,468.0,234.0,29.0,8.0,2.0,1.0,
MTJ,302.0,1.0,0.0,71.0,0.0,35.0,0.0,244.0,12,2014,4,5.0,5.0,,,1.0,,
OAK,30201.0,46.0,2.0,11222.0,88.0,3706.0,188.0,23303.0,3507,2014,4,1680.0,1628.0,108.0,29.0,9.0,4.0,1.0
OMA,8871.0,14.0,6.0,5675.0,749.0,2433.0,0.0,6751.0,1533,2014,4,882.0,556.0,50.0,15.0,9.0,1.0,
ONT,9474.0,12.0,5.0,5343.0,132.0,2076.0,84.0,8558.0,1711,2014,4,969.0,659.0,45.0,17.0,4.0,,
PDX,4718.0,19.0,3.0,9355.0,675.0,4431.0,126.0,17914.0,4615,2014,4,2999.0,1438.0,108.0,35.0,9.0,1.0,3.0
PHX,37597.0,117.0,11.0,34530.0,1236.0,17190.0,69.0,49432.0,13561,2014,4,8089.0,4880.0,332.0,91.0,24.0,10.0,7.0
PSC,-539.0,0.0,0.0,618.0,0.0,224.0,0.0,502.0,275,2014,4,188.0,78.0,6.0,3.0,,,
PSP,2490.0,12.0,1.0,2287.0,209.0,1814.0,0.0,5647.0,1224,2014,4,801.0,356.0,34.0,16.0,3.0,1.0,
RAP,912.0,8.0,2.0,668.0,12.0,309.0,0.0,1045.0,236,2014,4,130.0,85.0,8.0,1.0,2.0,,
RDM,806.0,3.0,0.0,685.0,0.0,176.0,0.0,1308.0,296,2014,4,193.0,88.0,8.0,4.0,,,
RKS,-1077.0,2.0,0.0,270.0,0.0,110.0,0.0,65.0,150,2014,4,119.0,26.0,3.0,,,,
RNO,7041.0,12.0,0.0,4266.0,220.0,1001.0,18.0,6936.0,1301,2014,4,767.0,467.0,35.0,18.0,,,2.0
SAN,30642.0,57.0,7.0,18014.0,1068.0,9136.0,44.0,31133.0,6255,2014,4,3559.0,2355.0,197.0,58.0,16.0,6.0,
SAT,23863.0,14.0,15.0,11192.0,1587.0,6444.0,19.0,13172.0,2928,2014,4,1470.0,1284.0,110.0,28.0,5.0,1.0,1.0
SBA,3327.0,9.0,4.0,2093.0,0.0,633.0,0.0,4452.0,703,2014,4,442.0,205.0,35.0,3.0,2.0,2.0,1.0
SBP,2587.0,5.0,0.0,1339.0,0.0,503.0,0.0,2473.0,364,2014,4,221.0,114.0,15.0,8.0,,1.0,
SEA,-1848.0,20.0,7.0,18750.0,707.0,10313.0,145.0,23794.0,8438,2014,4,5504.0,2678.0,150.0,51.0,15.0,8.0,5.0
SFO,79816.0,202.0,15.0,38020.0,2694.0,70258.0,69.0,63647.0,13734,2014,4,8359.0,4207.0,618.0,209.0,76.0,29.0,19.0
SJC,17644.0,28.0,2.0,8461.0,331.0,3334.0,58.0,18645.0,3514,2014,4,1984.0,1376.0,92.0,21.0,8.0,2.0,1.0
SLC,-12095.0,39.0,8.0,19044.0,1210.0,7260.0,15.0,24736.0,8728,2014,4,6137.0,2281.0,175.0,62.0,16.0,4.0,6.0
SMF,17604.0,31.0,2.0,9151.0,132.0,2592.0,0.0,18706.0,3506,2014,4,1988.0,1338.0,113.0,28.0,6.0,,
SNA,2778.0,25.0,4.0,6102.0,396.0,3074.0,13.0,10250.0,3215,2014,4,2032.0,1077.0,62.0,11.0,3.0,1.0,
SPI,977.0,6.0,0.0,633.0,89.0,161.0,30.0,741.0,146,2014,4,90.0,41.0,5.0,3.0,1.0,,
STL,27542.0,41.0,11.0,12822.0,973.0,6923.0,45.0,22194.0,4202,2014,4,2337.0,1598.0,163.0,38.0,6.0,3.0,5.0
SUN,-782.0,2.0,4.0,0.0,0.0,35.0,0.0,0.0,54,2014,4,44.0,4.0,,,,,
SYR,1505.0,7.0,0.0,1493.0,277.0,772.0,0.0,2242.0,507,2014,4,336.0,136.0,19.0,8.0,1.0,,
TUS,6827.0,4.0,1.0,4133.0,226.0,2091.0,15.0,7323.0,1413,2014,4,834.0,502.0,52.0,15.0,3.0,2.0,
TVC,1255.0,6.0,0.0,427.0,0.0,275.0,0.0,995.0,110,2014,4,58.0,35.0,7.0,2.0,2.0,,
YUM,694.0,5.0,0.0,373.0,0.0,203.0,0.0,879.0,258,2014,4,156.0,90.0,4.0,3.0,,,
BIL,529.0,1.0,0.0,1164.0,114.0,319.0,0.0,629.0,296,2014,4,196.0,84.0,13.0,2.0,,,
BTV,744.0,8.0,0.0,835.0,18.0,921.0,0.0,1423.0,317,2014,4,209.0,78.0,16.0,6.0,,,
CEC,986.0,5.0,1.0,273.0,158.0,97.0,0.0,991.0,82,2014,4,43.0,23.0,4.0,6.0,,,
CHO,2603.0,4.0,0.0,1233.0,41.0,1053.0,0.0,1081.0,206,2014,4,103.0,79.0,13.0,6.0,,,1.0
CRW,3122.0,6.0,1.0,2931.0,10.0,489.0,0.0,1578.0,287,2014,4,179.0,68.0,19.0,10.0,2.0,2.0,
DLH,1624.0,6.0,1.0,631.0,10.0,191.0,0.0,1227.0,143,2014,4,70.0,58.0,3.0,1.0,3.0,,1.0
FOE,1217.0,1.0,1.0,448.0,0.0,272.0,0.0,746.0,56,2014,4,28.0,17.0,4.0,4.0,1.0,,
GEG,3958.0,4.0,0.0,2998.0,225.0,578.0,12.0,2117.0,684,2014,4,369.0,285.0,21.0,1.0,4.0,,
GRB,4050.0,14.0,0.0,1884.0,271.0,770.0,0.0,2366.0,394,2014,4,198.0,146.0,30.0,5.0,1.0,,
GSP,7163.0,20.0,0.0,2849.0,231.0,1749.0,0.0,4237.0,656,2014,4,332.0,264.0,24.0,10.0,2.0,4.0,
GTF,-183.0,0.0,0.0,213.0,0.0,183.0,0.0,51.0,139,2014,4,95.0,43.0,1.0,,,,
HIB,-241.0,1.0,0.0,59.0,0.0,36.0,0.0,106.0,51,2014,4,42.0,8.0,,,,,
HPN,6707.0,18.0,3.0,4966.0,92.0,1213.0,0.0,3488.0,608,2014,4,336.0,199.0,29.0,11.0,6.0,4.0,2.0
HSV,4531.0,11.0,1.0,2553.0,184.0,1199.0,0.0,2565.0,551,2014,4,330.0,177.0,17.0,10.0,2.0,1.0,2.0
LAN,1343.0,7.0,0.0,826.0,12.0,259.0,0.0,845.0,160,2014,4,88.0,51.0,11.0,2.0,1.0,,
LCH,-38.0,3.0,0.0,451.0,51.0,189.0,0.0,669.0,162,2014,4,123.0,30.0,2.0,3.0,1.0,,
LIT,9295.0,22.0,1.0,4244.0,311.0,2912.0,0.0,6703.0,1206,2014,4,660.0,444.0,63.0,13.0,2.0,1.0,
LNK,1879.0,5.0,1.0,1135.0,38.0,535.0,0.0,1045.0,194,2014,4,99.0,72.0,14.0,3.0,,,
MFE,2430.0,2.0,0.0,1095.0,60.0,684.0,0.0,2187.0,358,2014,4,221.0,111.0,16.0,6.0,1.0,1.0,
MGM,736.0,8.0,1.0,885.0,243.0,453.0,0.0,573.0,301,2014,4,197.0,86.0,7.0,1.0,1.0,,
MSO,-569.0,1.0,0.0,203.0,32.0,181.0,0.0,360.0,223,2014,4,153.0,67.0,1.0,1.0,,,
PAH,444.0,3.0,0.0,79.0,11.0,155.0,0.0,417.0,62,2014,4,30.0,25.0,3.0,1.0,,,
PHF,455.0,0.0,0.0,337.0,0.0,193.0,0.0,594.0,174,2014,4,105.0,64.0,4.0,1.0,,,
PVD,3768.0,1.0,1.0,3831.0,202.0,420.0,78.0,4551.0,975,2014,4,613.0,314.0,27.0,13.0,5.0,1.0,
PWM,655.0,8.0,0.0,1835.0,66.0,565.0,0.0,842.0,429,2014,4,263.0,140.0,15.0,3.0,,,
ROA,1398.0,10.0,5.0,1401.0,37.0,313.0,32.0,1197.0,234,2014,4,143.0,62.0,9.0,2.0,1.0,1.0,1.0
SBN,2293.0,7.0,0.0,1344.0,112.0,470.0,0.0,1584.0,371,2014,4,215.0,128.0,14.0,6.0,1.0,,
SGF,6269.0,7.0,0.0,2479.0,895.0,1487.0,0.0,3719.0,567,2014,4,328.0,184.0,33.0,9.0,5.0,1.0,
SHV,4905.0,12.0,4.0,2846.0,238.0,1197.0,0.0,3166.0,577,2014,4,333.0,187.0,25.0,10.0,5.0,1.0,
SMX,310.0,1.0,0.0,317.0,0.0,31.0,0.0,611.0,107,2014,4,78.0,22.0,4.0,1.0,1.0,,
AVL,1924.0,2.0,0.0,1388.0,0.0,255.0,0.0,1771.0,286,2014,4,191.0,75.0,9.0,8.0,1.0,,
GFK,382.0,1.0,0.0,296.0,40.0,83.0,0.0,160.0,74,2014,4,39.0,31.0,1.0,2.0,,,
LMT,-234.0,4.0,1.0,66.0,0.0,14.0,0.0,116.0,60,2014,4,44.0,9.0,2.0,,,,
MKG,470.0,3.0,0.0,341.0,0.0,83.0,0.0,355.0,60,2014,4,38.0,13.0,6.0,,,,
MSY,24248.0,7.0,3.0,12904.0,443.0,6800.0,23.0,17607.0,3541,2014,4,1951.0,1397.0,133.0,35.0,9.0,5.0,1.0
PUB,1331.0,2.0,0.0,875.0,104.0,161.0,0.0,238.0,52,2014,4,15.0,24.0,10.0,1.0,,,
RDD,1162.0,4.0,0.0,528.0,0.0,98.0,0.0,887.0,90,2014,4,45.0,31.0,8.0,2.0,,,
RST,1060.0,4.0,0.0,388.0,67.0,237.0,0.0,862.0,148,2014,4,84.0,53.0,6.0,,,1.0,
SAF,708.0,4.0,2.0,632.0,116.0,268.0,0.0,390.0,150,2014,4,87.0,48.0,7.0,1.0,1.0,,
BKG,211.0,0.0,1.0,231.0,0.0,87.0,0.0,63.0,105,2014,4,63.0,39.0,2.0,,,,
BMI,1637.0,5.0,1.0,1146.0,297.0,339.0,0.0,1242.0,258,2014,4,151.0,85.0,12.0,1.0,2.0,1.0,
EAU,168.0,3.0,0.0,154.0,7.0,44.0,0.0,343.0,60,2014,4,37.0,17.0,3.0,,,,
FLL,33255.0,39.0,14.0,19620.0,1859.0,19346.0,62.0,23876.0,5842,2014,4,3332.0,2153.0,204.0,74.0,13.0,9.0,4.0
ILG,435.0,0.0,0.0,120.0,0.0,407.0,0.0,47.0,57,2014,4,24.0,32.0,,,1.0,,
MCO,54285.0,43.0,52.0,36381.0,3897.0,24590.0,46.0,37964.0,9557,2014,4,5667.0,3306.0,308.0,95.0,48.0,25.0,13.0
MDT,1171.0,1.0,0.0,1524.0,348.0,366.0,0.0,1333.0,376,2014,4,245.0,110.0,17.0,3.0,,,
MDW,49013.0,27.0,21.0,20832.0,3298.0,10641.0,76.0,38790.0,7436,2014,4,3937.0,3154.0,184.0,66.0,35.0,6.0,6.0
RSW,7357.0,10.0,6.0,9147.0,406.0,6112.0,80.0,8384.0,2821,2014,4,1752.0,932.0,87.0,18.0,11.0,4.0,1.0
TPA,30926.0,16.0,4.0,19017.0,1514.0,13794.0,78.0,22310.0,5882,2014,4,3428.0,2186.0,175.0,44.0,17.0,9.0,3.0
TTN,2650.0,0.0,0.0,658.0,11.0,742.0,0.0,2019.0,212,2014,4,125.0,72.0,8.0,,4.0,3.0,
CIC,1538.0,3.0,0.0,797.0,0.0,61.0,0.0,1092.0,90,2014,4,51.0,21.0,9.0,5.0,1.0,,
CMX,950.0,7.0,1.0,142.0,179.0,227.0,0.0,504.0,60,2014,4,20.0,25.0,4.0,3.0,,,
JAN,4175.0,10.0,6.0,2699.0,554.0,1247.0,0.0,2461.0,706,2014,4,421.0,230.0,30.0,7.0,1.0,1.0,
MMH,-59.0,2.0,1.0,85.0,0.0,3.0,0.0,0.0,26,2014,4,18.0,5.0,,,,,
MOD,828.0,1.0,0.0,226.0,0.0,71.0,0.0,1028.0,90,2014,4,52.0,31.0,6.0,,,,
OTH,281.0,1.0,0.0,178.0,0.0,36.0,0.0,119.0,16,2014,4,8.0,5.0,,2.0,,,
PBI,14886.0,7.0,3.0,8227.0,600.0,7806.0,0.0,9936.0,2182,2014,4,1229.0,805.0,94.0,26.0,11.0,3.0,4.0
SGU,264.0,0.0,0.0,197.0,33.0,126.0,0.0,122.0,146,2014,4,77.0,69.0,,,,,
COD,266.0,2.0,1.0,120.0,0.0,76.0,0.0,293.0,60,2014,4,38.0,16.0,1.0,2.0,,,
ABR,-381.0,0.0,0.0,90.0,0.0,33.0,0.0,33.0,60,2014,4,49.0,11.0,,,,,
ALB,3619.0,13.0,0.0,3169.0,74.0,468.0,0.0,2905.0,598,2014,4,354.0,202.0,17.0,9.0,1.0,1.0,1.0
ANC,-4399.0,7.0,0.0,1673.0,26.0,933.0,38.0,3017.0,1135,2014,4,801.0,305.0,13.0,5.0,2.0,1.0,1.0
APN,-77.0,0.0,0.0,106.0,19.0,3.0,0.0,152.0,52,2014,4,38.0,13.0,,1.0,,,
BJI,-388.0,0.0,0.0,248.0,0.0,26.0,0.0,29.0,60,2014,4,53.0,4.0,3.0,,,,
BOS,7029.0,65.0,5.0,21529.0,1835.0,20986.0,121.0,39799.0,9374,2014,4,6372.0,2465.0,335.0,97.0,21.0,11.0,3.0
BPT,-111.0,3.0,0.0,182.0,17.0,39.0,0.0,485.0,86,2014,4,60.0,21.0,1.0,,1.0,,
BQN,633.0,2.0,0.0,422.0,0.0,418.0,0.0,298.0,120,2014,4,67.0,44.0,4.0,2.0,1.0,,
BRD,-229.0,2.0,1.0,137.0,0.0,177.0,0.0,32.0,74,2014,4,54.0,15.0,2.0,,,,
BTM,-618.0,2.0,0.0,36.0,0.0,18.0,0.0,0.0,60,2014,4,40.0,18.0,,,,,
BWI,33795.0,24.0,9.0,21111.0,1210.0,10344.0,124.0,38301.0,7803,2014,4,4613.0,2835.0,235.0,49.0,22.0,9.0,7.0
CDC,251.0,0.0,0.0,49.0,0.0,140.0,0.0,23.0,52,2014,4,22.0,29.0,1.0,,,,
CNY,-278.0,1.0,0.0,12.0,15.0,36.0,0.0,1.0,50,2014,4,40.0,9.0,,,,,
CWA,1923.0,4.0,0.0,433.0,326.0,307.0,0.0,927.0,116,2014,4,45.0,55.0,6.0,4.0,2.0,,
EKO,-425.0,0.0,0.0,223.0,54.0,32.0,0.0,7.0,82,2014,4,61.0,19.0,2.0,,,,
FSM,947.0,5.0,0.0,923.0,87.0,392.0,0.0,553.0,200,2014,4,134.0,50.0,5.0,6.0,,,
GUM,304.0,1.0,0.0,59.0,0.0,58.0,0.0,208.0,30,2014,4,13.0,15.0,,,1.0,,
HNL,4005.0,13.0,2.0,12066.0,108.0,3900.0,20.0,4126.0,3700,2014,4,2442.0,1166.0,46.0,13.0,7.0,5.0,6.0
